Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG3_energy,12.0,65.0,335.75,745.75,0.0568678915135608
EMG4_energy,9.0,97.0,432.0,1474.25,0.01902149871715474
EMG5_energy,14.0,41.0,991.0,2633.5,0.14623172103487064
EMG6_energy,8.0,61.0,1003.75,9811.25,0.0568678915135608
EMG7_energy,28.0,81.0,1186.75,4698.0,0.0568678915135608
Accl0_energy,8.0,28.0,17.456079361042498,24.209802603546752,0.20809898762654666
Accl1_energy,104.0,123.0,20.4803261209985,27.140831462795497,0.2204724409448819
Accl2_energy,94.0,123.0,7.545098685966688,11.00358647676925,0.13385826771653545
Gyr0_energy,9.0,91.0,189.462890625,999.4150390625,0.02324257660563514
Gyr1_energy,2.0,47.0,191.4345703125,962.11328125,0.07360492981855529
Gyr2_energy,16.0,113.0,487.1103515625,9985.0615234375,0.013659006909850554
Orien0_energy,28.0,75.0,176446.0,194031.0,0.0688976377952756
Orien1_energy,104.0,121.0,112840.75,149751.5,0.24934383202099736
Orien2_energy,57.0,68.0,100773.0,109159.0,0.3937007874015748
