Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG3_stdev,36.0,97.0,2.9077314113900385,4.702398059779966,0.0444500889001778
EMG4_stdev,111.0,131.0,5.916854910890286,11.341919396879238,0.20809898762654666
EMG5_stdev,109.0,131.0,14.350554712224234,23.449158292997467,0.18657993837726805
EMG6_stdev,85.0,122.0,23.75982432578145,40.515063653584335,0.09738914214670534
EMG7_stdev,27.0,74.0,4.812503624339598,8.897115611918395,0.0688976377952756
Accl0_stdev,31.0,59.0,0.014624182384374015,0.020972327512808267,0.13983165897366276
Accl1_stdev,41.0,77.0,0.024128675836278667,0.03825188826718032,0.10108533730580975
Accl2_stdev,16.0,56.0,0.012749598524986113,0.018966932090429423,0.087382369886691
Gyr0_stdev,24.0,79.0,2.2429694429221185,3.8329741924974794,0.05343082114735659
Gyr1_stdev,6.0,34.0,2.490511751944962,3.7005624016496825,0.13983165897366276
Gyr2_stdev,22.0,49.0,3.606739303770974,5.196994472507363,0.14623172103487064
Orien0_stdev,2.0,74.0,0.0,0.6159503189186031,0.03181965268040125
Orien1_stdev,29.0,68.0,0.8428635597238014,1.6890872079421644,0.09055118110236221
Orien2_stdev,10.0,26.0,0.3331856011249502,0.4791450090057572,0.26632700324224173
EMG0_energy,69.0,113.0,1406.0,15805.25,0.07611548556430446
EMG1_energy,87.0,114.0,9848.5,20731.75,0.14623172103487064
EMG2_energy,28.0,70.0,1060.5,4792.25,0.08148690715986083
EMG3_energy,39.0,98.0,490.5,1145.5,0.047244094488188976
EMG4_energy,108.0,131.0,1794.75,6642.75,0.17716535433070865
EMG5_energy,106.0,131.0,10309.75,28416.25,0.16050878255602663
EMG6_energy,83.0,122.0,28266.25,83549.5,0.09055118110236221
EMG7_energy,25.0,72.0,1159.75,4028.0,0.0688976377952756
Accl0_energy,53.0,105.0,31.1308587235225,36.778611899520996,0.05868370227306492
Accl1_energy,27.0,79.0,9.481687214882252,14.91458360487425,0.05868370227306492
Accl2_energy,26.0,63.0,4.265655862484752,5.399693764068999,0.09738914214670534
Gyr0_energy,30.0,79.0,315.4794921875,793.201171875,0.06456692913385827
Gyr1_energy,7.0,35.0,384.90234375,787.517578125,0.13983165897366276
Gyr2_energy,22.0,48.0,695.24609375,1425.966796875,0.15310586176727908
Orien0_energy,44.0,77.0,182350.5,195501.0,0.11347846225104213
Orien1_energy,20.0,73.0,48668.75,73788.0,0.0568678915135608
Orien2_energy,93.0,129.0,127230.75,187161.75,0.10108533730580975
