Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
Gyr0_stdev,29.0,113.0,2.3708260077627177,6.305851422348287,0.02176933765632237
Gyr1_stdev,25.0,95.0,3.432733808099697,7.542718313681013,0.03382499722745924
Gyr2_stdev,11.0,45.0,2.7844739745181966,5.12065850929417,0.10911136107986502
Orien0_stdev,49.0,86.0,0.41467971973581214,0.7445207739347228,0.09738914214670534
Orien1_stdev,10.0,63.0,0.4954620369294314,1.5144799469786474,0.0568678915135608
Orien2_stdev,60.0,103.0,0.776619118295423,1.608743142719523,0.07874015748031496
EMG0_energy,120.0,129.0,20801.25,34241.25,0.48031496062992124
EMG1_energy,103.0,130.0,16367.0,57413.75,0.14623172103487064
EMG2_energy,88.0,124.0,6867.0,47315.25,0.10108533730580975
EMG3_energy,106.0,126.0,1584.5,5000.0,0.20809898762654666
EMG4_energy,47.0,101.0,829.25,1571.5,0.05511811023622047
EMG5_energy,1.0,35.0,377.0,2003.5,0.10911136107986502
EMG6_energy,36.0,62.0,4251.25,10656.0,0.15310586176727908
EMG7_energy,122.0,131.0,18195.75,38188.0,0.48031496062992124
Accl0_energy,15.0,32.0,20.309020987133,25.765513098522,0.24934383202099736
Accl1_energy,103.0,119.0,20.147438712200003,24.29226620648975,0.26632700324224173
Accl2_energy,81.0,101.0,6.02325481310325,8.07528675590525,0.20809898762654666
Gyr0_energy,31.0,110.0,320.29296875,2055.0234375,0.025590551181102362
Gyr1_energy,24.0,92.0,613.185546875,2815.3994140625,0.0359465936323177
Gyr2_energy,17.0,60.0,541.3876953125,2020.5634765625,0.07874015748031496
Orien0_energy,26.0,43.0,175384.75,182231.5,0.24934383202099736
Orien1_energy,94.0,115.0,100248.75,130367.75,0.1968503937007874
Orien2_energy,7.0,18.0,47781.0,68320.0,0.3937007874015748
